0	1.7936	900	2400	0	0
100	1.4160	1140	2400	0
200	1.2390	1000	2400	0
300	1.1682	1050	2400	0
400	1.0974	1100	2400	0
500	1.0148	1100	2400	0
600	0.9440	1100	2400	0
700	0.8732	1100	2400	0
800	0.8024	1100	2400	0
900	0.7316	1100	2400	0
1000	0.6372	1100	2400	0
1100	0.5428	1100	2400	0
1200	0.4484	1100	2400	0
