0	1.7936	900	2400	0	0
100	1.4160	900	2400	0
200	1.2390	1180	2400	0
300	1.1682	1180	2400	0
400	1.0974	1000	2400	0
500	2.0148	1050	2400	0
600	4.9440	1100	2400	0
700	8.8732	1100	2400	0
800	16.8024	1100	2400	0
900	32.7316	1100	2400	0
1000	32.6372	1100	2400	0
1100	32.5428	1100	2400	0
1200	32.4484	1100	2400	0
